ID;NAME;BRAND ID;BRAND;GROUP ID;GROUP NAME;SUBGROUP ID;SUBGROUP NAME;SPECIAL;TRAFFICLIGHT VALUE;PYRAMID VALUE;CARBS;SUGAR;ENERGY;PROTEINS;SATURATED FAT;FAT;SALT;SODIUM;FIBER
306;Gazpacho receta andaluza;3;Alvalle;9;Verduras y hortalizas;13;Derivados;No;3;2A;4;2.1;56;0.8;0.6;4;0.62;0.248;0.8
305;Gazpacho suave;3;Alvalle;9;Verduras y hortalizas;13;Derivados;No;2;2A;3;2.9;34;0.7;0.3;1.9;0.71;0.284;0.9
1137;Germen de trigo;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;29.9;15.85;346;27.04;1.93;9.2;0.06;0.024;17.6
3877;Gluten en polvo;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;7.8;NaN;674;78.6;NaN;6.25;NaN;NaN;0.55
1006;Golosina gel dulce bluud, sangre de monstruo;86;Fiesta;3;Azúcar, chocolates y dulces;16;Dulces;No;3;5;20;20;87;1.8;0;0;0;0;NaN
1009;Golosina líquida para congelar bluud cola;86;Fiesta;3;Azúcar, chocolates y dulces;16;Dulces;No;3;5;24;24;96;0;0;0;0;0;NaN
704;Gominola maxi roll;9;Boomer;3;Azúcar, chocolates y dulces;16;Dulces;No;3;5;72.5;68.3;287;0;0;0;NaN;NaN;0
1014;Gominola, regaliz cintas;87;Damel;3;Azúcar, chocolates y dulces;16;Dulces;No;3;5;78;54;340;2.6;1.7;0;NaN;NaN;NaN
1015;Gominola, regaliz colorinas;87;Damel;3;Azúcar, chocolates y dulces;16;Dulces;No;3;5;83;46;365;3.5;2;0;NaN;NaN;NaN
2906;Grelos;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;2;2A;1.4;0;19;2.3;0;0;0.67;0.268;2.2
2864;Guindillas en vinagre extra;150;Helio's;9;Verduras y hortalizas;13;Derivados;No;3;2A;6.3;1.6;34;1.6;0;0.4;5;2;3.2
2012;Guisantes;130;Gvtarra;12;Legumbres;12;Conserva;No;2;4;4.4;2.3;34;2.6;0;0;0.34;0.136;3.2
2091;Guisantes;130;Gvtarra;12;Legumbres;12;Conserva;No;1;4;5.5;2.4;48;4.5;0;0;0.02;0.008;4.2
274;Guisantes al natural;8;Bonduelle;12;Legumbres;12;Conserva;No;2;4;7.8;2.6;79;6.1;0.2;0.8;0.57;NaN;8
327;Guisantes en conserva;8;Bonduelle;12;Legumbres;12;Conserva;No;2;4;8.1;4.9;69;4.6;0.1;0.7;0.58;0.232;6
2921;Guisantes extrafinos;150;Helio's;12;Legumbres;12;Conserva;No;1;4;6.5;3;43;4;0;0;0.1;0.04;4.5
2841;Guisantes extrafinos y zanahorias;150;Helio's;9;Verduras y hortalizas;12;Conserva;No;2;2A;6.1;3.6;37;3.1;0;0;0.6;0.24;3.9
333;Guisantes muy finos en conserva natur+;8;Bonduelle;12;Legumbres;12;Conserva;No;2;4;8.3;4.2;76;5.1;0.2;1.1;0.71;0.284;6.4
3892;Guisantes verdes;114;Biográ;12;Legumbres;41;Secas;No;1;4;63;3;341;25;0;2;0.1;0.04;4.4
326;Guisantes y zanahorias en conserva;8;Bonduelle;12;Legumbres;12;Conserva;No;2;4;8.2;5.2;59;3;0.1;0.5;0.49;0.196;4.7
1767;Guisantes, rizos bio;93;El Granero Integral;12;Legumbres;13;Derivados;No;3;5;71.8;0;437;5.1;1.4;13.3;1.6;0.64;4.5
2635;Gulas alminuto al ajillo;159;La Gula del Norte;14;Pescados y mariscos;13;Derivados;No;3;4;6;0.9;233;6.4;2.7;20;1.8;0.72;1.7
2636;Gulas alminuto con gambas;159;La Gula del Norte;14;Pescados y mariscos;13;Derivados;No;3;4;5.4;0.9;248;8.5;2.9;21;2;0.8;1.9
2637;Gulas alminuto con setas;159;La Gula del Norte;14;Pescados y mariscos;13;Derivados;No;3;4;7;1.2;269;7.8;3;23;2.3;0.92;1.4
1713;Gusetos bio;93;El Granero Integral;7;Cereales;13;Derivados;No;3;5;78.8;0;437;5.1;1.4;13.3;1.6;0.64;4.5
1714;Gusetos sabor queso bio;93;El Granero Integral;7;Cereales;13;Derivados;No;3;5;58;0.7;503;5.3;3.7;27;2.7;1.08;3.5
2920;Habas extrafinas;150;Helio's;12;Legumbres;12;Conserva;No;2;4;6;1;42;4.5;0;0;0.4;0.16;4.8
336;Habas finas en conserva natur+;8;Bonduelle;12;Legumbres;12;Conserva;No;2;4;8.8;3.7;71;5.2;0.1;0.4;0.46;NaN;5.6
2030;Habitas tiernas;130;Gvtarra;12;Legumbres;12;Conserva;No;3;4;5.6;0.7;47;4.2;0;0;0.91;0.364;4.1
3901;Harina de algarroba;114;Biográ;12;Legumbres;48;Germen-Salvado-Harina;No;1;4;49;49;222;4.62;0;0.65;0.07;0.028;39
1759;Harina de algarroba bio;93;El Granero Integral;12;Legumbres;48;Germen-Salvado-Harina;No;0;4;84.26;38.14;354.72;4.87;1;4;0.0068;0.003;18.9
1760;Harina de amaranto bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;61.2;0.75;373;14.74;1.43;6.2;0.025;0.01;6.9
1744;Harina de arroz;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;78.3;0.75;342;6.77;0.001;1;0.025;0.01;0.9
3855;Harina de arroz;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;80;NaN;348;5.95;0.4;1.4;0.0025;0.001;2.5
1745;Harina de arroz integral bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;72.8;0.75;349;7.25;0.35;1.9;0.025;0.01;5.7
3856;Harina de avena;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;60;1;335;11;1.5;8;0.01;0.004;9
1746;Harina de avena germinada bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;55;2.2;381;15;1.3;6.4;0.01;0.004;21
1747;Harina de avena integral bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;56.5;1.2;350;11.6;1;5.3;0.03;0.012;14.7
1742;Harina de centeno germinado bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;67;6.8;372;10;0.6;3.5;0.01;0.004;15
3858;Harina de centeno integral;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;59.7;NaN;294;9;NaN;1.7;NaN;NaN;NaN
1743;Harina de centeno integral bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;64;4.8;328;6.86;0.3;1.3;0.025;0.01;16.3
1721;Harina de espelta bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;68.9;NaN;333;14;0.45;1.3;0.002;0.001;3.7
1722;Harina de espelta germinada bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;67;2.7;372;14;0.5;3.1;0.01;0.004;9.2
3857;Harina de espelta integral;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;64;NaN;322;12.6;NaN;1.7;NaN;NaN;NaN
1723;Harina de espelta integral bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;64;0.54;332;13.2;0.45;2.55;0.005;0.002;8.38
2781;Harina de fuerza de trigo;112;Gallo;7;Cereales;48;Germen-Salvado-Harina;No;1;1;71;1.8;350;11;0.4;1.8;0.03;0.012;2.4
3900;Harina de garbanzos;114;Biográ;12;Legumbres;48;Germen-Salvado-Harina;No;1;4;44.3;2.4;346;18.6;2;6;0.005;0.002;15.5
2086;Harina de garbanzos;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;57.8;NaN;329;22.39;NaN;6.69;NaN;NaN;10.8
1761;Harina de garbanzos bio;93;El Granero Integral;12;Legumbres;48;Germen-Salvado-Harina;No;1;4;48.6;4.48;355;21.87;0.55;5.4;NaN;NaN;12.5
1762;Harina de guisantes verdes bio;93;El Granero Integral;12;Legumbres;48;Germen-Salvado-Harina;No;1;4;12.3;1.15;91;6.55;0.11;0.5;NaN;NaN;5
1763;Harina de lentejas rojas bio;93;El Granero Integral;12;Legumbres;48;Germen-Salvado-Harina;No;1;4;54.9;2.3;362;27.2;0.6;2.6;0.003;0.001;5.2
1724;Harina de maíz bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;76.4;0.88;344;4.6;0.34;1.6;0.194;0.078;2.6
1725;Harina de mijo bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;68.7;1.5;357;10.6;0.9;3.9;0.075;0.03;3.9
1726;Harina de quinoa bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;67.8;4.43;382;13.19;NaN;4.5;0.03;0.012;8.9
3860;Harina de quinoa integral;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;60.8;NaN;343;13.8;NaN;5;NaN;NaN;6.6
1764;Harina de soja bio;93;El Granero Integral;12;Legumbres;48;Germen-Salvado-Harina;No;1;4;3;3;403;41;3;3;0.004;0.002;19
1727;Harina de teff integral bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;60.1;3.23;393;8.88;2.41;11.7;0.033;0.013;5.9
2779;Harina de trigo;112;Gallo;7;Cereales;48;Germen-Salvado-Harina;No;1;1;75;1.3;352;9;0.2;1.2;0.03;0.012;2.65
1728;Harina de trigo bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;72.4;2.3;350;11.58;0.25;1.3;0.016;0.006;1.3
3861;Harina de trigo integral (molino de piedra);114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;69;NaN;347;12;NaN;2;NaN;NaN;11.5
1729;Harina de trigo integral bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;63.9;2.77;333;11.96;0.31;1.5;0.04;0.016;7.9
3863;Harina de trigo kamut blanca;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;74;NaN;387;17.1;NaN;2;NaN;NaN;NaN
3862;Harina de trigo kamut integral;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;66.7;NaN;359;17.3;NaN;2.6;NaN;NaN;NaN
1700;Harina de trigo khorasan kamut integral bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;62.47;0.3;341;13.63;0.51;2.57;0.004;0.002;6.54
2780;Harina de trigo reposteria;112;Gallo;7;Cereales;48;Germen-Salvado-Harina;No;1;1;75;4;363;10;0.7;2;0.03;0.012;2.3
1702;Harina de trigo sarraceno bio;93;El Granero Integral;7;Cereales;48;Germen-Salvado-Harina;No;1;1;65.9;1.16;350;12.9;0.66;3.2;0;0;3
3864;Harina de trigo sarraceno integral;114;Biográ;7;Cereales;48;Germen-Salvado-Harina;No;1;0;71;NaN;340;9.1;NaN;1.7;NaN;NaN;15.5
2784;Harina integral;112;Gallo;7;Cereales;48;Germen-Salvado-Harina;No;1;1;62;2.1;328;11;0.4;2.1;0.05;0.02;8.5
2785;Harina mix sin gluten;112;Gallo;7;Cereales;48;Germen-Salvado-Harina;No;1;1;83;4;351;2.5;0.4;0.5;0.13;NaN;2
2605;Higado de rape natural ahumado;155;Carpier;14;Pescados y mariscos;24;Procesados;No;3;4;3.2;0.3;382;10.9;9.8;36.1;1.5;0.6;NaN
3005;Higos pasa Turquía;144;Frit Ravich;8;Frutas;19;Desecada;No;2;4;57;29;271;3.9;0;0;0.03;0.012;12
1774;Higos secos bio;93;El Granero Integral;8;Frutas;19;Desecada;No;2;2A;64;48;249;3;0;1;0.025;0.01;10
1562;Hilos de jamón curado;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1;0.5;234.2;33.7;3.5;10.6;3.6;1.44;NaN
869;Horchata ligera;79;Chufi;5;Bebidas no alcohólicas;30;Otras bebidas;No;0;0;3.3;1.7;34;0.6;0.4;2;0.05;0.02;0.3
868;Horchata maestro horchatero;79;Chufi;5;Bebidas no alcohólicas;30;Otras bebidas;No;3;5;16;10;101;0.7;0.7;3.6;0.13;0.052;0.7
867;Horchata original;79;Chufi;5;Bebidas no alcohólicas;30;Otras bebidas;No;3;5;13;10;77;0.6;0.6;2.3;0.08;0.032;0.7
1560;Hueso garrón de jamón;28;Incarlopsa;6;Carnes;49;Otros;No;3;5;1;0.5;299.5;31.8;6.8;18.7;3.6;1.44;NaN
2543;Huevas de bacalao;152;Dani;14;Pescados y mariscos;24;Procesados;No;3;4;5;0;100;13;0.2;3;1.4;0.56;NaN
2470;Huevas de lompo;152;Dani;14;Pescados y mariscos;24;Procesados;No;3;4;6;0;185;9;1.4;14;4.5;1.8;NaN
2460;Huevas de merluza en aceite de oliva;151;Albo;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;185;18;2;3;NaN;NaN;NaN
2592;Huevas de merluza en aceite de oliva;151;Albo;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;185;18;2;3;NaN;NaN;NaN
3245;Hummus clásico;214;Choví;12;Legumbres;13;Derivados;No;3;0;17;1.1;195;8.8;1.5;11;1.3;0.52;NaN
3246;Hummus con berenjena;214;Choví;12;Legumbres;13;Derivados;No;3;0;12;2.1;133;5.8;1;7.4;1.3;0.52;NaN
3247;Hummus con remolacha;214;Choví;12;Legumbres;13;Derivados;No;3;0;18;2.4;181;8.4;1.2;8.7;1.3;0.52;NaN
3911;Hummus de berenjena asada;114;Biográ;12;Legumbres;13;Derivados;No;3;4;14.2;1.6;300.5;5.1;3.2;23.8;1.3;0.52;4.9
3912;Hummus de garbanzo tradicional;114;Biográ;12;Legumbres;13;Derivados;No;3;4;15.8;1.4;331;6.1;3.6;25.8;1.2;0.48;5.6
3895;Hummus de kale;114;Biográ;12;Legumbres;13;Derivados;No;3;4;4.9;0.5;239;5;2.6;2.2;NaN;NaN;2.8
3910;Hummus de olivas;114;Biográ;12;Legumbres;13;Derivados;No;3;4;15.5;1.3;300;5.8;3.1;22.4;1;0.4;5.5
3908;Hummus de tomate;114;Biográ;12;Legumbres;13;Derivados;No;3;4;6.4;0.5;285;5.3;2.9;2.5;NaN;NaN;3.2
3909;Hummus de zanahoria;114;Biográ;12;Legumbres;13;Derivados;No;3;4;6.5;0;242;4.4;2.6;1.9;NaN;NaN;3.4
1544;Jamón ahumado con hueso;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;0.1;9.6;160.2;4;0.2;17.8;2;0.8;NaN
1641;Jamón asado;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;0.5;NaN;129;18.6;NaN;5.8;1.4;0.56;NaN
1587;Jamón asado artesano;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1.75;NaN;83;17.1;NaN;0.9;2.5;1;NaN
1493;Jamón asado extra bonnatur;83;Argal;6;Carnes;9;Charcutería;No;3;5;0.5;NaN;105;19;NaN;3;NaN;NaN;NaN
1495;Jamón asado westfalia artesano;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1.7;NaN;83;17.1;NaN;0.9;2.5;1;NaN
1425;Jamón cocido bienstar;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1;NaN;114;18.5;NaN;4;1.2;0.48;NaN
1490;Jamón cocido bonnatur;83;Argal;6;Carnes;9;Charcutería;No;3;5;1;NaN;105;18.5;NaN;3;NaN;NaN;NaN
1591;Jamón cocido braseado;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;2;NaN;94.5;16;NaN;2.5;2;0.8;NaN
1462;Jamón cocido braseado extra;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;1.2;1.2;131;18;4.1;6;2;0.8;NaN
1417;Jamón cocido braseado finíssimas;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;1.5;1.5;105;18;1;3;2;0.8;NaN
1437;Jamón cocido cuida-t+;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;1.2;1.2;100;17;1;3;1.3;0.52;NaN
1595;Jamón cocido en su jugo;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1.5;NaN;114;18;NaN;4;1.8;0.72;NaN
1411;Jamón cocido en su jugo extra;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1.1;0.6;111.3;19.9;1.3;3.1;1.6;0.64;NaN
1440;Jamón cocido extra;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;1;1;139;18;2.4;7;1.8;0.72;NaN
1523;Jamón cocido extra;74;Casa Tarradellas;6;Carnes;9;Charcutería;No;3;5;0.9;0.9;101;18.6;0.9;2.5;1.9;0.76;NaN
1590;Jamón cocido extra;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1.4;NaN;91.5;18;NaN;3;1.7;0.68;NaN
1583;Jamón cocido extra all natural;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1.5;NaN;102.5;18.5;NaN;2.5;2;0.8;NaN
1615;Jamón cocido extra artesano;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1;NaN;105.5;19;NaN;2.8;1.8;0.72;NaN
1424;Jamón cocido extra bienstar;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1.5;NaN;105;18;NaN;1.1;1.2;0.48;NaN
1498;Jamón cocido extra bonnatur;83;Argal;6;Carnes;9;Charcutería;No;3;5;0.5;NaN;103;18.5;NaN;3;NaN;NaN;NaN
1617;Jamón cocido extra braseado artesano;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;0.9;NaN;95.6;18.5;NaN;2;2;0.8;NaN
1441;Jamón cocido extrajugoso;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;1.5;1.6;106;16;2;4;2.1;0.84;NaN
1418;Jamón cocido extrajugoso cuida-t+;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;2;2;98;18;0.5;2;1.3;0.52;NaN
1439;Jamón cocido finíssimas;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;1.5;1.5;105;18;1;3;2;0.8;NaN
1458;Jamón cocido libre;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;2.5;1.5;123;17;2;5;2.2;0.88;NaN
1592;Jamón cocido más jugoso;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;3.5;NaN;91.5;16;NaN;1.5;2;0.8;NaN
1488;Jamón cocido oliving, bocaditos;83;Argal;6;Carnes;9;Charcutería;No;3;5;1;1;107;17;1.7;3.9;2.25;0.9;NaN
1601;Jamón curado bodega selección;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;0;NaN;228;30;NaN;12;5.5;2.2;NaN
1496;Jamón curado de pavo;83;Argal;6;Carnes;9;Charcutería;No;3;5;0.5;0.5;189;31;2.1;7;4;1.6;NaN
1494;Jamón curado de pavo marinado en aceite de trufa;83;Argal;6;Carnes;9;Charcutería;No;3;5;0.5;0.5;112;30;2.1;30;3.8;1.52;NaN
1603;Jamón curado reserva serie de oro selección;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;0;NaN;228;30;NaN;12;5.5;2.2;NaN
1602;Jamón curado selección;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;0;NaN;228;30;NaN;12;5.5;2.2;NaN
1561;Jamón curado, mini taquitos;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1;0.5;234.2;33.7;3.5;10.6;3.6;1.44;NaN
1559;Jamón curado, taquitos;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1;0.5;234.2;33.7;3.5;10.6;3.6;1.44;NaN
1571;Jamón de bellota ibérico;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1;0.5;293;36.7;4.7;15.8;3.5;1.4;NaN
1578;Jamón de cebo ibérico;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1;0.7;295.8;36.5;6.6;16.2;3.3;1.32;NaN
1570;Jamón de cebo ibérico;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1;0.7;295.8;36.5;6.6;16.2;6.5;2.6;NaN
1648;Jamón de pavo;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;6;NaN;95.5;10;NaN;3.5;1.9;0.76;NaN
1580;Jamón de pavo bienstar;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;3;NaN;91;13;NaN;3;2.1;0.84;NaN
1619;Jamón de pavo con trufa y boletus artesano;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;1.5;NaN;89;14.4;NaN;2.8;2.3;0.92;NaN
1449;Jamón de pavo pavofrío;13;Campofrío;6;Carnes;9;Charcutería;No;3;5;4;2;88;11;1;3;2.2;0.88;NaN
1599;Jamón extra al grill;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;0.5;NaN;125.5;23;NaN;3.5;1.2;0.48;NaN
1609;Jamón Ibérico legado ibérico;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;0;NaN;390;30;NaN;30;4.5;1.8;NaN
1405;Jamón serrano;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1;0.5;247.8;33.5;4.6;12.2;3.6;1.44;NaN
1557;Jamón serrano;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;1;0.5;247.8;33.5;4.6;12.2;3.6;1.44;NaN
1588;Jamón toque adobado;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;7;NaN;107;13;NaN;3;2;0.8;NaN
1589;Jamón york;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;11.5;NaN;105.5;11.5;NaN;3.5;2.2;0.88;NaN
1594;Jamón york braseado;20;El Pozo;6;Carnes;9;Charcutería;No;3;5;7.5;NaN;96;13;NaN;1.5;2;0.8;NaN
1752;Judías mungo (soja verde) bio;93;El Granero Integral;12;Legumbres;41;Secas;No;1;4;41.5;1.4;274;23.1;0.27;1.2;0.009;0.004;17.3
1753;Judías pintas bio;93;El Granero Integral;12;Legumbres;41;Secas;No;1;4;41.8;3.3;303;18.4;0.3;2.1;0.02;0.008;21.5
2916;Judías verdes;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;1;0;1.8;0;14;0.8;0;0;0;0;1.7
2895;Judías verdes en tiras calidad extra;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;3;2A;1.8;0;14;0.8;0;0;0.92;0.368;1.7
2896;Judías verdes en trozos calidad extra;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;3;2A;1.8;0;14;0.8;0;0;0.92;0.368;1.7
2922;Judías verdes en trozos medianos primera al natural;150;Helio's;12;Legumbres;12;Conserva;No;1;4;8.4;4.7;51;2.5;0;0;0;0;3.7
329;Judías verdes extra finas en conserva;8;Bonduelle;12;Legumbres;12;Conserva;No;3;4;2.1;0.8;20;1.1;0;0.2;0.87;NaN;2.7
335;Judías verdes finas troceadas en conserva natur+;8;Bonduelle;12;Legumbres;12;Conserva;No;3;4;2.5;1.2;26;1.5;0.1;0.5;0.89;0.356;2.9
334;Judías verdes planas en conserva natur+;8;Bonduelle;12;Legumbres;12;Conserva;No;2;4;4.3;1.2;32;1.6;0;0.4;0.68;NaN;2.3
275;Judías verdes planas troceadas;8;Bonduelle;12;Legumbres;12;Conserva;No;2;4;2.7;0.6;22;1.1;0.1;0.3;0.64;NaN;2.1
2894;Judías verdes redondas y cortadas en trozos calidad extra;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;3;2A;1.8;0;14;0.8;0;0;0.92;0.368;1.7
328;Judías verdes troceadas finas en conserva;8;Bonduelle;12;Legumbres;12;Conserva;No;2;4;3;0.5;26;1.4;0.1;0.4;0.57;NaN;2.5
2913;Judías verdes, patatas y zanahorias;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;2;2A;4.2;0.5;22;0.7;0;0;0.7;0.28;1.3
2075;Judión;126;Legumbres Montes/La Buena Olla;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.04;NaN;1.5;NaN;NaN;21.3
2084;Judión granja;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;52.5;NaN;329;20.8;NaN;1.4;NaN;NaN;4.2
833;Ketchup;75;Orlando;16;Salsas, condimentos y especias;40;Salsas;No;3;5;22.2;20.7;97;1.1;0;0.1;3.1;1.24;NaN
255;Ketchup;27;Heinz;16;Salsas, condimentos y especias;40;Salsas;No;3;5;24.1;NaN;103;0.9;NaN;0.1;NaN;NaN;NaN
2838;Ketchup;150;Helio's;16;Salsas, condimentos y especias;40;Salsas;No;3;5;32;31.3;131;0.4;0;0;3;1.2;0.7
838;Ketchup;11;Calvé;16;Salsas, condimentos y especias;40;Salsas;No;3;5;19;19;85;1.1;0;0;1.6;0.64;NaN
3136;Ketchup;214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;23.7;19.8;106.4;1.6;0;0.2;2.3;0.92;1.5
3234;Ketchup 0% azúcares refinados;110;Hellmann's;16;Salsas, condimentos y especias;40;Salsas;No;3;5;17;16;82;1.9;0;0.6;NaN;NaN;NaN
257;Ketchup culinair;27;Heinz;16;Salsas, condimentos y especias;40;Salsas;No;3;5;25;25;468;1.4;0;0.1;1.8;0.72;NaN
268;Ketchup ecológico;27;Heinz;16;Salsas, condimentos y especias;40;Salsas;No;3;5;27.3;NaN;119;1.2;NaN;0;NaN;NaN;NaN
3150;Ketchup infantil, ketchupkids. Un producto más saludable (mirar ficha);214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;12;5;72;1.9;0.2;0.6;1.9;0.76;5.3
1545;Lacón sin hueso;28;Incarlopsa;6;Carnes;9;Charcutería;No;3;5;2;0.5;144.1;15.9;3.7;7.9;2.3;0.92;NaN
3392;Láminas de chocolate con leche suizo thins;201;Lindt;3;Azúcar, chocolates y dulces;10;Chocolates;No;3;0;53;52;556;5.8;22;35;0.17;0.068;NaN
3388;Láminas de chocolate con leche suizo thins naranja;201;Lindt;3;Azúcar, chocolates y dulces;10;Chocolates;No;3;0;54;53;550;6.2;21;34;0.22;0.088;NaN
3391;Láminas de chocolate negro suizo thins;201;Lindt;3;Azúcar, chocolates y dulces;10;Chocolates;No;3;0;49;47;561;4.8;23;37;0.03;0.012;NaN
2433;Langosta roja cruda/cocida;157;Marisco Rías Bajas;14;Pescados y mariscos;35;Pescado entero y/o troceado;No;1;4;NaN;NaN;91;18.3;NaN;2;NaN;NaN;NaN
2617;Langostinos;157;Marisco Rías Bajas;14;Pescados y mariscos;35;Pescado entero y/o troceado;No;1;4;NaN;NaN;93;20.1;NaN;1.4;NaN;NaN;NaN
237;Lazos de hojaldre;19;Dulcesol;7;Cereales;7;Bollería;No;3;5;56;28;533;5.9;16;31;0.88;0.35;3.4
507;Leche 0,0%;15;Central Lechera Asturiana;11;Lácteos;26;Leche-Bebidas lácteas;No;1;3;4.7;4.7;32;3.2;0.03;0.05;0.1;0.04;NaN
493;Leche con calcio desnatada;15;Central Lechera Asturiana;11;Lácteos;26;Leche-Bebidas lácteas;No;1;3;4.7;4.7;41;4.9;0.25;0.3;0.2;NaN;NaN
516;Leche con calcio semidesnatada;15;Central Lechera Asturiana;11;Lácteos;26;Leche-Bebidas lácteas;No;1;3;4.6;4.6;52;4.9;1.1;1.6;0.2;NaN;NaN
492;Leche con fibra;15;Central Lechera Asturiana;11;Lácteos;26;Leche-Bebidas lácteas;No;1;3;4.6;4.6;51;2.8;1;1.5;0.15;NaN;4
480;Leche concentrada gurea;30;Kaiku;11;Lácteos;26;Leche-Bebidas lácteas;No;3;5;18;NaN;251.2;12.4;NaN;14.4;NaN;NaN;NaN
192;Leche condensada;15;Central Lechera Asturiana;11;Lácteos;26;Leche-Bebidas lácteas;No;3;5;54;54;318;7.4;5.2;8;0.25;0.1;0
413;Leche desnatada;49;Pascual;11;Lácteos;26;Leche-Bebidas lácteas;No;1;3;5;5;35;3.1;0.2;0.3;0.13;0.052;NaN
