ID;NAME;BRAND ID;BRAND;GROUP ID;GROUP NAME;SUBGROUP ID;SUBGROUP NAME;SPECIAL;TRAFFICLIGHT VALUE;PYRAMID VALUE;CARBS;SUGAR;ENERGY;PROTEINS;SATURATED FAT;FAT;SALT;SODIUM;FIBER
891;Aceitunas negras sin hueso;76;Ybarra;8;Frutas;24;Procesados;No;3;2A;0;0;129;0.5;2.2;13;1.5;0.6;NaN
848;Acelgas;78;Verdifresh;9;Verduras y hortalizas;24;Procesados;No;1;2A;3.7;NaN;21;1.68;NaN;0.2;0.53;NaN;1.6
1118;Acelgas;70;Florette;9;Verduras y hortalizas;24;Procesados;No;1;2A;2.1;1.1;21;1.8;0;0.2;0.53;NaN;1.6
2856;Acelgas primera al natural;150;Helio's;9;Verduras y hortalizas;12;Conserva;No;1;2A;4.5;3.5;25;1.2;0;0;0.2;0.08;1
2903;Acelgas troceadas calidad extra;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;3;2A;1.2;0;12;0.9;0;0;0.88;0.352;1.7
2911;Acelgas, patatas y zanahorias;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;2;2A;3.6;0.5;20;0.7;0;0;0.7;0.28;1.3
2715;Agua de limón;175;Font Vella;5;Bebidas no alcohólicas;6;Bebidas refrescantes;No;3;0;4.2;4.2;17;0;0;0;0.02;0.008;0
2713;Agua de manzana;175;Font Vella;5;Bebidas no alcohólicas;6;Bebidas refrescantes;No;3;0;4.1;4.1;17;0;0;0;0.01;0.004;0
2718;Agua de naranja;175;Font Vella;5;Bebidas no alcohólicas;6;Bebidas refrescantes;No;3;0;4.2;4.2;19;0;0;0;0.01;0.004;0
2719;Agua de piña;175;Font Vella;5;Bebidas no alcohólicas;6;Bebidas refrescantes;No;3;0;4.2;4.2;17;0;0;0;0.01;0.004;0
2870;Ajo, brotes al natural;150;Helio's;9;Verduras y hortalizas;12;Conserva;No;3;2A;8.3;0;39;1.5;0;0;0.9;0.36;2.5
2995;Albaricoque, orejones;114;Biográ;8;Frutas;19;Desecada;No;2;4;50.5;NaN;249;5.3;NaN;0.6;NaN;NaN;NaN
3014;Albaricoque, orejones;144;Frit Ravich;8;Frutas;19;Desecada;No;2;4;58;36;262;2.9;0.2;0.7;0;0;6.3
292;Alcachofa, corazones;8;Bonduelle;9;Verduras y hortalizas;12;Conserva;No;3;2A;4.2;1.4;33;2.9;0;0;0.93;0.372;2.2
2888;Alcachofa, corazones;130;Gvtarra;9;Verduras y hortalizas;12;Conserva;No;3;2A;3.9;0;25;1.6;0;0;1;0.4;1.6
2859;Alcaparras en vinagre extra;150;Helio's;9;Verduras y hortalizas;13;Derivados;No;3;2A;4.7;0;35;1.5;0;1.2;3.2;1.28;1.4
3134;Allioli ajo negro;214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;4.1;2.1;714;2;9.6;77;1.1;0.44;0.2
3130;Allioli artesano;214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;2.4;0.1;736;0.6;12.4;80.1;1.2;0.48;0.1
3129;Allioli clásico;214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;1.3;0;746;1.1;10;81.9;1.3;0.52;0.1
3229;Allioli con aceite de oliva;214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;2.4;0.9;704;0.9;10;76.7;1.5;NaN;0.1
3230;Allioli finas hierbas;214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;2.7;1.2;718;0.9;9.6;78.1;0.9;NaN;0.2
3131;Allioli perejil;214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;1.3;0.1;710;1.1;10;78;1.1;0.44;0.1
3231;Allioli picante;214;Choví;16;Salsas, condimentos y especias;40;Salsas;No;3;5;2.3;1.1;709;0.9;9.5;77.3;1.4;NaN;0.1
2425;Almeja al natural;154;Frinsa;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;47.3;10.7;0.1;0.5;1.48;0.59;0
2609;Almeja babosa;157;Marisco Rías Bajas;14;Pescados y mariscos;35;Pescado entero y/o troceado;No;1;4;NaN;NaN;47;10.7;NaN;0.5;NaN;NaN;NaN
2610;Almeja fina;157;Marisco Rías Bajas;14;Pescados y mariscos;35;Pescado entero y/o troceado;No;1;4;NaN;NaN;47;10.7;NaN;0.5;NaN;NaN;NaN
2608;Almeja rubia;157;Marisco Rías Bajas;14;Pescados y mariscos;35;Pescado entero y/o troceado;No;1;4;NaN;NaN;47;10.7;NaN;0.5;NaN;NaN;NaN
2467;Almejas al natural;152;Dani;14;Pescados y mariscos;24;Procesados;No;3;4;4;0;110;17.5;1;3;1;0.4;NaN
2518;Almejas al natural;160;Conservas Cuca;14;Pescados y mariscos;24;Procesados;No;3;4;5.1;0;148;25.5;0.2;2;1.5;NaN;0
2539;Almejas chirlas al natural;152;Dani;14;Pescados y mariscos;24;Procesados;No;3;4;4;0;110;17.5;1;3;1;0.4;NaN
2997;Almendra largueta tostada salada;141;Aperitivos Medina;17;Frutos secos y semillas;24;Procesados;No;3;4;16.5;2.8;600;18.8;4.5;50.1;6.25;2.5;4
1768;Almendras bio;93;El Granero Integral;17;Frutos secos y semillas;14;Al natural/Tostado;No;2;4;19.1;3.72;595;21.6;4.009;51.2;0.002;0.001;14.5
3024;Almendras con piel crudas;144;Frit Ravich;17;Frutos secos y semillas;14;Al natural/Tostado;No;2;4;3.7;3.6;662;26;5.3;13;NaN;NaN;9.5
3019;Almendras con piel tostadas y saladas;144;Frit Ravich;17;Frutos secos y semillas;24;Procesados;No;3;4;2.9;2.9;628;27;4.3;54;1.8;0.72;12
900;Almendras crocanti;72;Dr. Oetker;17;Frutos secos y semillas;24;Procesados;No;3;5;72.9;69.8;471;7.3;1.2;16.5;0;0;0.9
3023;Almendras fritas saladas;144;Frit Ravich;17;Frutos secos y semillas;24;Procesados;No;3;4;4.9;3;654;24;6.3;58;0.23;0.092;8.1
3016;Almendras horneadas;143;Facundo;17;Frutos secos y semillas;24;Procesados;No;3;4;3.4;3.3;615;30;3.8;51;1.8;0.72;11
3020;Almendras repeladas crudas;144;Frit Ravich;17;Frutos secos y semillas;14;Al natural/Tostado;No;2;4;8;5.4;605;25;4.2;12;NaN;NaN;8.2
3007;Almendras saladas;144;Frit Ravich;17;Frutos secos y semillas;24;Procesados;No;3;4;6.4;2.5;658;24;7.3;58;0.69;0.276;6.7
2105;Alubia arrocina;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2134;Alubia arrocina;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;61.3;NaN;346;22.3;NaN;1.388;NaN;NaN;21.3
2100;Alubia blanca;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
315;Alubia blanca cocida;36;Luengo;12;Legumbres;12;Conserva;No;2;4;12;0.6;81;5.3;0;0;0.54;0.216;6.1
2135;Alubia blanca ecológica;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;NaN
312;Alubia blanca larga;36;Luengo;12;Legumbres;41;Secas;No;1;4;38;5.3;292;21;0.3;1.6;NaN;NaN;19
2032;Alubia blanca larga cocida;127;Jae;12;Legumbres;12;Conserva;No;3;4;16.07;NaN;88.52;5.34;NaN;0.32;NaN;NaN;NaN
2033;Alubia blanca pocha cocida;127;Jae;12;Legumbres;12;Conserva;No;3;4;15.9;NaN;86.95;5.32;NaN;0.23;NaN;NaN;NaN
2063;Alubia blanca riñón;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;52.5;NaN;329;20.8;NaN;1.4;NaN;NaN;4.2
2101;Alubia caldo;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2070;Alubia canela;126;Legumbres Montes/La Buena Olla;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.04;NaN;1.5;NaN;NaN;21.3
2106;Alubia canela;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2136;Alubia canela;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;61.3;NaN;346;22.3;NaN;1.388;NaN;NaN;21.3
2113;Alubia caparrón;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2137;Alubia caparrón redondo;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;61.3;NaN;346;22.3;NaN;1.388;NaN;NaN;21.3
2104;Alubia carilla;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
1096;Alubia carilla cocida;36;Luengo;12;Legumbres;12;Conserva;No;2;4;12;0.6;81;5.3;0;0;0.54;0.216;6.1
2079;Alubia carilla especial;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;61.3;5.9;346;22.3;NaN;1.388;NaN;NaN;21.3
1095;Alubia cocida;36;Luengo;12;Legumbres;12;Conserva;No;2;4;11;0;82;6.4;0;0;0.04;0.016;6.3
2114;Alubia de la virgen;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2139;Alubia de la virgen;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;61.3;NaN;346;22.3;NaN;1.388;NaN;NaN;21.3
2059;Alubia fabada asturiana;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2141;Alubia fabada asturiana;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;61.3;NaN;346;22.3;NaN;1.388;NaN;NaN;21.3
1097;Alubia fabada cocida;36;Luengo;12;Legumbres;12;Conserva;No;2;4;15;0;99;5.4;0;0.8;0.59;0.236;6.1
2098;Alubia fabada león;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2112;Alubia frijol negro;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2140;Alubia ganxet;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;61.3;NaN;346;22.3;NaN;1.388;NaN;NaN;21.3
1092;Alubia granja cocida;36;Luengo;12;Legumbres;12;Conserva;No;2;4;15;0;99;5.4;0;0.8;0.59;0.236;6.1
2034;Alubia granja habona cocida;127;Jae;12;Legumbres;12;Conserva;No;3;4;13.84;NaN;78.31;5.22;NaN;0.23;NaN;NaN;NaN
2103;Alubia judión;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2080;Alubia judión granja;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;21.3
2108;Alubia morada;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2143;Alubia morada ecológica;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;61.01;NaN;333;23.58;NaN;0.83;NaN;NaN;24.9
2111;Alubia negra;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
1090;Alubia negrita;36;Luengo;12;Legumbres;41;Secas;No;1;4;41;4.7;301;21;0.4;1.6;NaN;NaN;16
2144;Alubia negrita;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;21.3
2145;Alubia ochavada especial;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;21.3
2109;Alubia palmeña redonda;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
1091;Alubia pinta;36;Luengo;12;Legumbres;41;Secas;No;1;4;39;5;293;20;0.3;1.5;NaN;NaN;20
2071;Alubia pinta;126;Legumbres Montes/La Buena Olla;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.04;NaN;1.5;NaN;NaN;21.3
2146;Alubia pinta alavesa;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;21.3
1098;Alubia pinta cocida;36;Luengo;12;Legumbres;12;Conserva;No;2;4;9.9;0;77;5.8;NaN;0;0.6;0.24;7.1
2107;Alubia pinta larga;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2097;Alubia pinta redonda;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2072;Alubia plancheta;126;Legumbres Montes/La Buena Olla;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.04;NaN;1.5;NaN;NaN;21.3
2102;Alubia plancheta;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2142;Alubia redonda manteca;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;24.1;NaN;1.5;NaN;NaN;21.3
2073;Alubia riñón;126;Legumbres Montes/La Buena Olla;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.04;NaN;1.5;NaN;NaN;21.3
2099;Alubia riñón;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2147;Alubia riñon;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;21.3
1093;Alubia roja cocida;36;Luengo;12;Legumbres;12;Conserva;No;2;4;9.9;0;77;5.8;0;0;0.6;0.24;7.1
2035;Alubia roja cocida;127;Jae;12;Legumbres;12;Conserva;No;3;4;14.9;NaN;86.23;5.87;NaN;0.35;NaN;NaN;NaN
2148;Alubia tolosana negra;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;24.1;NaN;1.5;NaN;NaN;21.3
2149;Alubia tolosana palmeña;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;21.3
2138;Alubia tolosana roja;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;21.3
2150;Alubia verdina;129;La Salmantina;12;Legumbres;41;Secas;No;1;4;54.8;NaN;304.6;21.4;NaN;1.5;NaN;NaN;21.3
2013;Alubias (pochas) de Navarra cocidas;130;Gvtarra;12;Legumbres;12;Conserva;No;3;4;10.4;0.5;72;4.7;0;0;0.87;0.348;5.6
2015;Alubias (pochas) de Navarra cocidas con borraja;130;Gvtarra;12;Legumbres;12;Conserva;No;3;4;7.9;0.5;56;4.2;0;0;1;0.4;3.6
2087;Alubias (pochas) de Navarra cocidas con cardo;130;Gvtarra;12;Legumbres;12;Conserva;No;3;4;8;0;51;3.6;0;0;0.92;0.368;3.2
2014;Alubias (pochas) de Navarra cocidas con setas;130;Gvtarra;12;Legumbres;12;Conserva;No;3;4;10.3;0.7;68;4.8;0;0;0.88;NaN;3.9
3897;Alubias blancas;114;Biográ;12;Legumbres;41;Secas;No;1;4;67.4;2.4;376;23.7;0.2;1.3;NaN;NaN;3.9
2081;Alubias blancas cocidas;130;Gvtarra;12;Legumbres;12;Conserva;No;2;4;8.6;0.6;59;3.8;0;0;0.55;0.22;4.5
2095;Alubias blancas cocidas con vegetales;127;Jae;12;Legumbres;12;Conserva;No;3;4;10.47;NaN;64.1;4.07;NaN;0.66;NaN;NaN;NaN
2088;Alubias blancas cocidas, puerros, calabacín y zanahorias;130;Gvtarra;12;Legumbres;12;Conserva;No;2;4;8.6;0.6;59;3.8;0;0;0.55;0.22;4.5
2082;Alubias blancas frijoles;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;52.5;NaN;329;20.8;NaN;1.4;NaN;NaN;4.2
2039;Alubias blancas michigan;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;52.5;NaN;329;20.8;NaN;1.4;NaN;NaN;4.2
2042;Alubias canelas;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;52.5;NaN;329;20.8;NaN;1.4;NaN;NaN;4.2
2044;Alubias carillas;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;52.5;NaN;329;20.8;NaN;1.4;NaN;NaN;4.2
2026;Alubias cocidas;125;Cachopo;12;Legumbres;12;Conserva;No;2;4;15.3;0;93;6.5;0.16;0.6;0.68;0.272;NaN
2092;Alubias cocidas;130;Gvtarra;12;Legumbres;12;Conserva;No;1;4;16;0;114;7.3;0;0;0.05;NaN;4.8
2029;Alubias habonas cocidas;130;Gvtarra;12;Legumbres;12;Conserva;No;2;4;8.6;0.6;59;3.8;0;0;0.55;0.22;4.5
2110;Alubias ibeas;133;El Maragato;12;Legumbres;41;Secas;No;1;4;41.64;2.9;272;22.23;0.28;1.34;0.013;0.005;19.7
2016;Alubias negras;123;La Finestra sul Cielo;12;Legumbres;41;Secas;No;1;4;47.1;2.1;341;21.6;0.37;1.4;0.01;0.004;15.2
2040;Alubias negras fríjoles;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;52.5;NaN;329;20.8;NaN;1.4;NaN;NaN;4.2
1089;Alubias palmeña;36;Luengo;12;Legumbres;41;Secas;No;1;4;39;5;293;20;0.3;1.5;NaN;NaN;20
2041;Alubias pintas;128;La Pedriza;12;Legumbres;41;Secas;No;1;4;52.5;NaN;329;20;0.2;1.4;0.4;0.2;4.2
3898;Alubias pintas;114;Biográ;12;Legumbres;41;Secas;No;1;4;47;NaN;347;21.1;NaN;1.3;0.03;0.012;15.5
2028;Alubias rojas cocidas;130;Gvtarra;12;Legumbres;12;Conserva;No;2;4;8.6;0.6;59;3.8;0;0;0.55;0.22;4.5
2093;Alubias rojas cocidas;130;Gvtarra;12;Legumbres;12;Conserva;No;1;4;15;0.2;68;4.6;0.2;0.8;0.05;0.02;4.6
3899;Alubias rojas kidney;114;Biográ;12;Legumbres;41;Secas;No;1;4;46.1;NaN;337;22.5;NaN;1;0.03;0.012;15.2
3852;Amaranto en grano;114;Biográ;7;Cereales;14;Al natural/Tostado;No;1;1;56.8;NaN;365;14.6;NaN;8.8;0.15;0.06;9.7
2996;Anacardo frito;141;Aperitivos Medina;17;Frutos secos y semillas;24;Procesados;No;3;4;24;5;627;20.7;8.8;49.7;0.75;0.3;3.4
1198;Anacardos;94;Eagle;17;Frutos secos y semillas;24;Procesados;No;3;4;22;6;632;19;9.7;51;0.88;0.352;NaN
3010;Anacardos salados;144;Frit Ravich;17;Frutos secos y semillas;24;Procesados;No;3;4;24;8.2;612;21;10;48;0.54;0.216;1.3
2453;Anchoa, filetes en aceite de oliva;151;Albo;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;204;24;2;1;NaN;NaN;NaN
2496;Anchoa, filetes en aceite de oliva;160;Conservas Cuca;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;21;28.9;1.3;9.7;9.25;NaN;0
2572;Anchoa, filetes en aceite de oliva;151;Albo;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;204;24;2;1;NaN;NaN;NaN
2454;Anchoa, filetes en aceite de oliva virgen;151;Albo;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;204;24;2;1;NaN;NaN;NaN
2573;Anchoa, filetes en aceite de oliva virgen;151;Albo;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;204;24;2;1;NaN;NaN;NaN
2497;Anchoa, filetes en aceite de oliva virgen extra ecológico;160;Conservas Cuca;14;Pescados y mariscos;24;Procesados;No;3;4;0;0;200;23;2.4;12;NaN;NaN;0
2010;Anchoas;29;Isabel;14;Pescados y mariscos;24;Procesados;No;3;4;NaN;NaN;191;29;1.7;9.7;9.3;3.72;NaN
2520;Anchoas en aceite de oliva;153;Consorcio;14;Pescados y mariscos;24;Procesados;No;3;4;1.5;0;197;27;1.8;9.2;13;5.2;NaN
2477;Anchoas en aceite de oliva ligeras en sal;153;Consorcio;14;Pescados y mariscos;24;Procesados;No;3;4;1.8;0;232;27;2.5;13;5.3;2.12;NaN
2521;Anchoas en aceite de oliva serie oro;153;Consorcio;14;Pescados y mariscos;24;Procesados;No;3;4;0.6;0;213;28;2.2;11;13;5.2;NaN
2449;Anguila ahumada con azafrán de la Mancha;155;Carpier;14;Pescados y mariscos;24;Procesados;No;3;4;3.3;0.4;264;19.4;3.3;19.16;3;1.2;NaN
1955;Anguriñas congeladas con gambas;50;Pescanova;14;Pescados y mariscos;13;Derivados;No;3;5;4.2;1;167;12.5;1;11.1;NaN;NaN;NaN
806;Aperitivo a base de cereales, patata y soja snatt's natuchips - aceite de oliva y sal;25;Grefusa;7;Cereales;13;Derivados;No;3;5;74;0.5;424;6.3;1.7;11;5.75;2.3;3.1
807;Aperitivo a base de cereales, patata y soja snatt's natuchips - tomate, queso y orégano;25;Grefusa;7;Cereales;13;Derivados;No;3;5;65.7;5.2;407;10.6;1.4;10.1;3;1.2;5.1
816;Aperitivo de maíz chilli;71;Doritos;7;Cereales;27;Maíz;No;3;5;58.3;3;504;7.7;13.7;25.5;2;0.8;3.3
818;Aperitivo de maíz cool cream cheese;25;Grefusa;7;Cereales;27;Maíz;No;3;5;58.2;3.6;508;3.3;14;26.3;1.7;0.68;3.3
817;Aperitivo de maíz dippas;71;Doritos;7;Cereales;27;Maíz;No;3;5;62.6;1;498;7.5;13;23.3;0.8;0.32;3.6
815;Aperitivo de maíz tex-mex;71;Doritos;7;Cereales;27;Maíz;No;3;5;58.9;3;510;7.5;13.9;26.4;1;0.4;3.5
3108;Aperitivo de maíz bolitas de queso;143;Facundo;7;Cereales;27;Maíz;No;3;5;64;4.85;506;5.5;5.41;25;0.45;0.18;1.72
3102;Aperitivo de maíz chasketos hot chilli;143;Facundo;7;Cereales;27;Maíz;No;3;5;57;2.5;565;4.6;3.2;35;1.8;0.72;1.7
3101;Aperitivo de maíz chasketos sabor barbacoa;143;Facundo;7;Cereales;27;Maíz;No;3;5;58;2.9;551;4.5;3.2;33;1.6;0.64;2.2
3103;Aperitivo de maíz chasketos sabor queso;143;Facundo;7;Cereales;27;Maíz;No;3;5;59.3;1.6;559;3.5;3.8;33.8;1.5;0.6;1.6
3096;Aperitivo de maíz chaskis naturales;143;Facundo;7;Cereales;27;Maíz;No;3;5;67.1;3.2;480;5.8;6.5;21;2;0.8;3
3097;Aperitivo de maíz chaskis sabor barbacoa;143;Facundo;7;Cereales;27;Maíz;No;3;5;68.5;4.1;465;5.9;5.7;18.6;2.75;1.1;2.6
3099;Aperitivo de maíz chaskis sabor queso;143;Facundo;7;Cereales;27;Maíz;No;3;5;57.2;3;470;5.4;6.9;24;2.5;1;1.6
3098;Aperitivo de maíz chaskis sabor ranchero;143;Facundo;7;Cereales;27;Maíz;No;3;5;71.4;1.5;447;6.1;1.6;15.1;2;0.8;0.6
3100;Aperitivo de maíz chaskis sin sal añadida;143;Facundo;7;Cereales;27;Maíz;No;3;5;74;1.6;459;5.5;1.3;15;0.12;0.048;2.8
3111;Aperitivo de maíz crakis chocolateados;143;Facundo;7;Cereales;27;Maíz;No;3;5;69.1;19.9;505;6.2;20.3;22;0.07;0.028;2.7
3051;Aperitivo de maíz fritos sabor barbacoa;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;57;2.2;567;5;17;33;2;0.8;11
3104;Aperitivo de maíz fritos sabor barbacoa;143;Facundo;7;Cereales;27;Maíz;No;3;5;56.9;1.3;527;5.6;8.9;30;1;400;3.3
3105;Aperitivo de maíz fritos sabor tex-mex;143;Facundo;7;Cereales;27;Maíz;No;3;5;51;1.8;543;6.2;3.9;34;0.43;0.172;4.1
3046;Aperitivo de maíz ganchitos;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;55;2.4;491;5.1;11;27;2.8;1.12;3.4
810;Aperitivo de maíz grefusitos;25;Grefusa;7;Cereales;27;Maíz;No;3;5;73.7;2.6;438;7.3;1.4;12.3;2;0.8;1.8
812;Aperitivo de maíz gublins barbacoa;25;Grefusa;7;Cereales;27;Maíz;No;3;5;57.8;1.4;510;6.3;2.8;27.6;1.5;0.6;2.6
813;Aperitivo de maíz gublins super cheedy;25;Grefusa;7;Cereales;27;Maíz;No;3;5;57.8;1.4;510;6.3;3.5;27.6;2;0.8;2.6
814;Aperitivo de maíz gublins x-treme;25;Grefusa;7;Cereales;27;Maíz;No;3;5;66;0.7;500;6.2;3;23.2;1.75;0.7;1.1
3047;Aperitivo de maíz gusifrit;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;73;0.9;438;6.9;1.5;13;1.7;0.68;2.4
3050;Aperitivo de maíz horneado, bolas con sabor a queso;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;58;2.3;496;5.2;11;26;2.7;1.08;3.4
3106;Aperitivo de maíz rulitos al punto de sal;143;Facundo;7;Cereales;27;Maíz;No;3;5;74.3;0.2;455;6.3;3.2;14.3;1.4;0.56;1.7
3107;Aperitivo de maíz rulitos sabor a queso;143;Facundo;7;Cereales;27;Maíz;No;3;5;66.3;3.93;507;5.5;5.41;24;0.85;340;1.88
3053;Aperitivo de maíz sabor tex-mex;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;57;5.7;498;4.7;10;26;1.4;0.56;7.7
3044;Aperitivo de maíz triblis;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;58;4.8;519;4.7;3.9;29;2.3;0.92;3.2
3045;Aperitivo de maíz tronkess;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;53;5.4;554;5.5;17;35;1.8;0.72;1.9
3081;Aperitivo de maíz y cacahuetes, cocktail hot chilli;143;Facundo;7;Cereales;27;Maíz;No;3;5;46;3.2;536;13;3.8;32;1.5;0.6;5.9
3041;Aperitivo de maíz, cóctel chilli;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;63;1;475;4.3;3.2;22;3;1.2;2.5
3040;Aperitivo de maíz, cóctel original;144;Frit Ravich;7;Cereales;27;Maíz;No;3;5;64;1.4;513;3.9;5.2;26;2.7;1.08;1.9
3127;Aperitivo de maíz, rulitos chocolateados;143;Facundo;3;Azúcar, chocolates y dulces;10;Chocolates;No;3;5;62.6;33.6;546;NaN;29.1;30.4;0.07;0.028;1.1
3114;Aperitivo de patata aguijitas;143;Facundo;9;Verduras y hortalizas;42;Tubérculos y derivados;No;3;5;67;1.1;462;2.3;2.2;20;3.9;1.56;2.5
3078;Aperitivo de patata cintas con sabor a bacon;144;Frit Ravich;9;Verduras y hortalizas;42;Tubérculos y derivados;No;3;5;59;1.2;509;4.3;3.4;28;2.8;1.12;3
3054;Aperitivo de patata galácticas;144;Frit Ravich;9;Verduras y hortalizas;42;Tubérculos y derivados;No;3;5;59;0.9;498;3.3;3.4;27;3;1.2;2.6
855;Aperitivo de patata jetas;25;Grefusa;9;Verduras y hortalizas;42;Tubérculos y derivados;No;3;5;61.3;2.1;477;3.9;2.4;23.6;1.5;0.6;2
3077;Aperitivo de patata ketchupitas;144;Frit Ravich;9;Verduras y hortalizas;42;Tubérculos y derivados;No;3;5;71;1.7;460;2;2.1;18;4.3;1.72;2.5
858;Aperitivo de patata papadelta kétchup;25;Grefusa;9;Verduras y hortalizas;42;Tubérculos y derivados;No;3;5;54.1;2.1;548;3.4;3.8;34.7;2.75;1.1;3
